feature_1,feature_2,feature_3,feature_4,target
0.30471707975443135,1.727350214164185,4.1157600219405985,0.0,0
-1.0399841062404955,-1.5338614049161376,7.936821505599726,1.0,0
0.7504511958064572,0.8638280136981883,0.8481927231183206,2.0,1
0.9405647163912139,-0.3285252231228939,5.554617101377639,0.0,1
-1.9510351886538364,-0.0613243458288473,8.020597869857243,0.0,1
-1.302179506862318,-1.052898510703949,9.247016672198887,4.0,0
0.12784040316728537,-0.33445617235587666,8.225830906174316,1.0,0
-0.3162425923435822,1.3000445946989585,0.36970727201174225,2.0,1
-0.016801157504288795,0.582655241987707,3.727023413067342,2.0,1
-0.85304392757358,1.732311605409944,0.4869847231385127,3.0,0
0.8793979748628286,1.1774118889776937,1.09282291114558,3.0,1
0.7777919354289483,0.4390866789295762,6.753056286674841,1.0,0
0.06603069756121605,1.743934526167792,7.132581963116982,4.0,0
1.1272412069680329,0.43899315873829875,7.737206827516263,1.0,1
0.4675093422520456,0.8279881767970589,8.654565480556629,4.0,1
-0.8592924628832382,-0.29657095353470836,7.3943146847650985,2.0,1
0.36875078408249884,0.06654581585920483,8.00871592106632,0.0,0
-0.9588826008289989,-0.6974238233002769,0.48963709823279244,3.0,1
0.8784503013072725,0.989583934594853,2.345351504412986,0.0,1
-0.049925910986252896,-1.1783036231148656,6.218977733752458,3.0,1
-0.18486236354526056,0.7823503424176613,8.581253046248232,0.0,0
-0.6809295444039414,-0.19065105750515945,0.045001249396591225,1.0,1
1.2225413386740303,1.1712470934673194,5.146293421163498,3.0,1
-0.15452948206880215,0.7508689887312598,6.772873993643972,4.0,1
-0.4283278221631072,1.8206461576468016,0.2960728912861321,2.0,0
-0.3521335504882296,0.7307746911386448,4.013555575533879,0.0,1
0.5323091855533487,-1.5720402556532407,8.956348813836968,1.0,0
0.36544406436407834,-0.06695317289820084,6.7161280885585875,4.0,0
0.4127326115959884,-1.172007192594816,2.376583633605973,3.0,1
0.43082100300788273,-0.5182798423662747,8.527811296319127,0.0,0
2.1416476008704612,1.5112284332767216,3.480314234095143,1.0,1
-0.4064150163846156,0.637533810897696,8.533446711440595,1.0,0
-0.5122427290715373,-0.6989304285787463,2.989436511189055,0.0,1
-0.8137727282478777,-1.013717366440399,5.90320250883149,4.0,1
0.6159794225754956,0.03278209287626079,3.969400677478341,3.0,1
1.1289722927208916,-1.2165601493811278,2.7482505075506705,0.0,0
-0.11394745765487507,-0.6711402773965811,8.865575621718692,3.0,0
-0.840156476962528,0.31200947155124387,1.8759368193949133,2.0,0
-0.8244812156912396,1.1553120361066962,0.848115912357631,0.0,0
